,LoanTenure,LoanStatus,BorrowerAPR,BorrowerRate,LenderYield,EstimatedEffectiveYield,EstimatedLoss,EstimatedReturn,ProsperRating (numeric),ProsperRating (Alpha),ProsperScore,ListingCategory (numeric),BorrowerState,Occupation,EmploymentStatus,EmploymentStatusDuration,IsBorrowerHomeowner,CurrentlyInGroup,DateCreditPulled,CreditScoreRangeLower,CreditScoreRangeUpper,FirstRecordedCreditLine,CurrentCreditLines,OpenCreditLines,TotalCreditLinespast7years,OpenRevolvingAccounts,OpenRevolvingMonthlyPayment,InquiriesLast6Months,TotalInquiries,CurrentDelinquencies,AmountDelinquent,DelinquenciesLast7Years,PublicRecordsLast10Years,PublicRecordsLast12Months,RevolvingCreditBalance,BankcardUtilization,AvailableBankcardCredit,TotalTrades,TradesNeverDelinquent (percentage),TradesOpenedLast6Months,DebtToIncomeRatio,IncomeRange,IncomeVerifiable,StatedMonthlyIncome,TotalProsperLoans,TotalProsperPaymentsBilled,OnTimeProsperPayments,ProsperPaymentsLessThanOneMonthLate,ProsperPaymentsOneMonthPlusLate,ProsperPrincipalBorrowed,ProsperPrincipalOutstanding,ScorexChangeAtTimeOfListing,LoanCurrentDaysDelinquent,LoanFirstDefaultedCycleNumber,LoanMonthsSinceOrigination,LoanNumber,LoanOriginalAmount,LoanOriginationQuarter,MonthlyLoanPayment,LP_CustomerPayments,LP_CustomerPrincipalPayments,LP_InterestandFees,LP_ServiceFees,LP_CollectionFees,LP_GrossPrincipalLoss,LP_NetPrincipalLoss,LP_NonPrincipalRecoverypayments,PercentFunded,Recommendations,InvestmentFromFriendsCount,InvestmentFromFriendsAmount,Investors,EMI,ELA,InterestAmount,TotalAmount,ROI,PROI
0,36,0,0.16516,0.158,0.138,0.1615,0.0724,0.0917,4.07224258423391,3,5.950066585742402,0,5,35,7,2.0,1,1,846,640.0,659.0,4232,5.0,4.0,12.0,1,24.0,3.0,3.0,2.0,472.0,4.0,0.0,0.0,0.0,0.0,1500.0,11.0,0.81,0.0,0.17,3,1,3083.333333,1.0,16.0,15.0,0.0,0.0,6000.0,1626.55,-3.0,0,14.0,78,19141,9425,17,330.43,11396.14,9425.0,1971.14,-133.18,0.0,0.0,0.0,0.0,1.0,0,0,0.0,258,1496.7645695216506,63034.0,1489.15,10914.15,0.13644214162348878,0.1554054054054054
1,36,0,0.12016,0.092,0.082,0.0796,0.0249,0.0547,6.0,0,7.0,2,5,41,0,44.0,0,0,368,680.0,699.0,6672,14.0,14.0,29.0,13,389.0,3.0,5.0,0.0,0.0,0.0,1.0,0.0,3989.0,0.21,10266.0,29.0,1.0,2.0,0.18,4,1,6125.0,1.0,16.0,15.0,0.0,0.0,6000.0,1626.55,-3.0,0,14.0,0,134815,10000,7,318.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0.0,1,0.0,43120.0,920.0,10920.0,0.08424908424908426,0.20540540540540542
2,36,0,0.28269,0.275,0.24,0.1615,0.0724,0.0917,4.07224258423391,6,5.950066585742402,0,10,35,2,67.0,0,1,32,480.0,499.0,10091,10.0,9.0,3.0,0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,8549.0,0.6,4100.0,22.0,0.94,0.0,0.06,6,1,2083.333333,1.0,16.0,15.0,0.0,0.0,6000.0,1626.55,-3.0,0,14.0,86,6466,3001,1,123.32,4186.63,3001.0,1185.63,-24.2,0.0,0.0,0.0,0.0,1.0,0,0,0.0,41,825.4063110074701,32711.0,825.2750000000001,3826.275,0.21568627450980393,0.055405405405405395
3,36,0,0.12528,0.0974,0.0874,0.0849,0.0249,0.06,6.0,0,9.0,16,10,50,0,113.0,1,0,368,800.0,819.0,10291,5.0,5.0,29.0,7,115.0,0.0,1.0,4.0,10056.0,14.0,0.0,0.0,1444.0,0.04,30754.0,26.0,0.76,0.0,0.15,3,1,2875.0,1.0,16.0,15.0,0.0,0.0,6000.0,1626.55,-3.0,0,14.0,16,77296,10000,31,321.45,5143.2,4091.09,1052.11,-108.01,0.0,0.0,0.0,0.0,1.0,0,0,0.0,158,413.02119216676704,45064.0,974.0,10974.0,0.08875523965737198,0.1054054054054054
4,36,0,0.24614,0.2085,0.1985,0.18316,0.0925,0.09066,3.0,4,4.0,2,23,19,0,44.0,1,0,368,680.0,699.0,7393,19.0,19.0,49.0,6,220.0,1.0,9.0,0.0,0.0,0.0,0.0,0.0,6193.0,0.81,695.0,39.0,0.95,2.0,0.26,2,1,9583.333333,1.0,11.0,11.0,0.0,0.0,11000.0,9947.9,-3.0,0,14.0,6,102670,15000,23,563.97,2819.85,1563.22,1256.63,-60.27,0.0,0.0,0.0,0.0,1.0,0,0,0.0,20,326.2884142821787,127590.0,3127.5,18127.5,0.1725279271824576,0.20540540540540542
5,60,0,0.15425,0.1314,0.1214,0.11567,0.0449,0.07077,5.0,2,10.0,1,32,41,0,82.0,1,0,368,740.0,759.0,115,21.0,17.0,49.0,13,1410.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,62999.0,0.39,86509.0,47.0,1.0,0.0,0.36,2,1,8333.333333,1.0,16.0,15.0,0.0,0.0,6000.0,1626.55,-3.0,0,14.0,3,123257,15000,32,342.37,679.34,351.89,327.45,-25.33,0.0,0.0,0.0,0.0,1.0,0,0,0.0,1,46.26641942667417,133260.0,1970.9999999999998,16971.0,0.11613929644687995,0.2554054054054054
6,36,0,0.31032,0.2712,0.2612,0.2382,0.1275,0.1107,2.0,5,2.0,1,16,48,0,172.0,0,0,368,680.0,699.0,10880,10.0,7.0,20.0,6,214.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5812.0,0.72,1929.0,16.0,0.68,0.0,0.27,3,1,2083.333333,1.0,16.0,15.0,0.0,0.0,6000.0,1626.55,-3.0,0,14.0,11,88353,3000,15,122.67,1226.7,604.25,622.45,-22.95,0.0,0.0,0.0,0.0,1.0,0,0,0.0,1,163.90163243403333,32290.0,813.6,3813.6,0.21334172435494023,0.20540540540540542
7,36,0,0.23939,0.2019,0.1919,0.1783,0.0799,0.0984,4.0,3,4.0,2,4,27,0,103.0,0,0,368,700.0,719.0,9222,6.0,6.0,10.0,5,101.0,3.0,16.0,0.0,0.0,0.0,1.0,0.0,1260.0,0.13,2181.0,10.0,0.8,0.0,0.24,3,1,3355.75,1.0,16.0,15.0,0.0,0.0,6000.0,1626.55,-3.0,0,14.0,10,90051,10000,15,372.6,3353.4,1955.89,1397.51,-69.21,0.0,0.0,0.0,0.0,1.0,0,0,0.0,1,395.42117794816613,82684.0,2019.0,12019.0,0.16798402529328563,0.2554054054054054
8,36,0,0.0762,0.0629,0.0529,0.05221,0.0099,0.04231,7.0,1,9.0,7,14,22,0,269.0,1,0,368,820.0,839.0,188,17.0,16.0,32.0,12,219.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,9906.0,0.11,77696.0,29.0,1.0,1.0,0.25,3,1,3333.333333,1.0,16.0,15.0,0.0,0.0,6000.0,1626.55,-3.0,0,14.0,3,121268,10000,32,305.54,611.08,505.58,105.5,-16.77,0.0,0.0,0.0,0.0,1.0,0,0,0.0,1,35.78142055853416,32644.0,629.0,10629.0,0.059177721328441055,0.20540540540540542
9,36,0,0.0762,0.0629,0.0529,0.05221,0.0099,0.04231,7.0,1,11.0,7,14,22,0,269.0,1,0,368,820.0,839.0,188,17.0,16.0,32.0,12,219.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,9906.0,0.11,77696.0,29.0,1.0,1.0,0.25,3,1,3333.333333,1.0,16.0,15.0,0.0,0.0,6000.0,1626.55,-3.0,0,14.0,3,121268,10000,32,305.54,611.08,505.58,105.5,-16.77,0.0,0.0,0.0,0.0,1.0,0,0,0.0,1,35.78142055853416,32644.0,629.0,10629.0,0.059177721328441055,0.20540540540540542
10,60,0,0.27462,0.2489,0.2389,0.2332,0.089,0.1442,4.0,3,7.0,1,20,20,0,300.0,0,0,368,640.0,659.0,10934,2.0,2.0,56.0,4,25.0,1.0,2.0,1.0,253.0,28.0,1.0,0.0,387.0,0.51,363.0,47.0,0.72,0.0,0.12,5,1,7500.0,1.0,16.0,15.0,0.0,0.0,6000.0,1626.55,-3.0,0,14.0,22,65946,13500,14,395.37,8302.77,2975.24,5327.53,-214.04,0.0,0.0,0.0,0.0,1.0,0,0,0.0,19,740.5384324310243,215109.0,3360.15,16860.15,0.1992953799343422,0.20540540540540542
11,36,0,0.15033,0.1325,0.1225,0.1615,0.0724,0.0917,4.07224258423391,3,5.950066585742402,0,4,66,1,19.0,0,0,258,640.0,659.0,4996,2.0,2.0,10.0,1,40.0,3.0,5.0,3.0,2224.0,1.0,0.0,0.0,1220.0,0.32,2580.0,7.0,0.4,0.0,0.27,1,1,1666.666667,1.0,16.0,15.0,0.0,0.0,6000.0,1626.55,-3.0,0,14.0,77,20907,1000,26,33.81,1011.65,1000.0,11.65,-0.88,0.0,0.0,0.0,0.0,1.0,0,0,0.0,53,134.0198245674402,5770.0,132.5,1132.5,0.11699779249448124,0.15540540540540543
12,36,0,0.17969,0.1435,0.1335,0.1264,0.0524,0.074,5.0,2,4.0,1,1,48,0,1.0,0,0,368,680.0,699.0,3522,9.0,7.0,29.0,8,290.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,8624.0,0.7,3626.0,20.0,1.0,0.0,0.18,3,1,2416.666667,1.0,16.0,15.0,0.0,0.0,6000.0,1626.55,-3.0,3,14.0,2,125045,4000,7,137.39,135.8174,88.64,47.1774,-3.4,0.0,0.0,0.0,0.0,1.0,0,0,0.0,1,12.82251653061877,24664.0,574.0,4574.0,0.1254919108001749,0.2554054054054054
13,36,0,0.13138,0.1034,0.0934,0.0905,0.0274,0.0631,6.0,0,8.0,1,3,13,0,98.0,1,0,368,740.0,759.0,7425,9.0,8.0,18.0,8,260.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,9171.0,0.32,19129.0,18.0,0.94,0.0,0.09,4,1,5833.333333,1.0,16.0,15.0,0.0,0.0,6000.0,1626.55,-3.0,0,14.0,8,96202,8500,23,275.63,1929.41,1449.41,480.0,-46.42,0.0,0.0,0.0,0.0,1.0,0,0,0.0,171,154.33667200285262,40140.0,878.9000000000001,9378.9,0.09371034982780498,0.1554054054054054
14,60,0,0.11695,0.0949,0.0849,0.0827,0.0224,0.0603,6.0,0,8.0,1,45,12,0,35.0,0,0,368,740.0,759.0,2283,25.0,22.0,48.0,20,823.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,32898.0,0.43,42204.0,48.0,1.0,0.0,0.2,2,1,10833.333333,1.0,16.0,15.0,0.0,0.0,6000.0,1626.55,-3.0,0,14.0,10,90060,19330,15,415.37,3738.33,2428.1,1310.23,-138.07,0.0,0.0,0.0,0.0,0.7731,0,0,0.0,371,231.43120068894214,129395.0,1834.417,21164.417,0.08667458215362132,0.1554054054054054
15,36,0,0.35797,0.3177,0.3077,0.2896,0.165,0.1246,1.0,6,5.0,13,9,35,4,121.0,1,0,368,700.0,719.0,2916,10.0,9.0,18.0,5,300.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,9103.0,0.97,178.0,17.0,0.94,0.0,0.49,4,1,5500.0,1.0,16.0,15.0,0.0,0.0,6000.0,1626.55,-3.0,140,8.0,23,63982,4000,14,173.71,521.13,209.75,311.38,-9.81,0.0,3790.25,3790.25,0.0,1.0,0,0,0.0,10,66.64081350547988,49749.0,1270.8,5270.8,0.24110192001214234,0.20540540540540542
16,60,0,0.30748,0.2809,0.2709,0.2473,0.1225,0.1248,2.0,5,4.0,6,4,41,1,133.0,1,0,368,640.0,659.0,4169,6.0,7.0,29.0,3,492.0,1.0,3.0,1.0,2469.0,12.0,0.0,0.0,14030.0,1.0,27.0,25.0,0.84,0.0,0.15,5,1,8291.666667,3.0,67.0,67.0,0.0,0.0,10700.0,4064.87,-19.0,0,14.0,8,95921,4000,23,124.76,873.32,227.07,646.25,-23.01,0.0,0.0,0.0,0.0,1.0,0,0,0.0,8,63.78398558385692,71416.0,1123.6,5123.6,0.21929893043953466,0.20540540540540542
17,36,1,0.13202,0.125,0.1175,0.1615,0.0724,0.0917,4.07224258423391,1,5.950066585742402,0,4,41,2,67.0,1,1,481,760.0,779.0,7102,10.0,9.0,36.0,16,346.0,7.0,17.0,2.0,0.0,0.0,0.0,0.0,8549.0,0.6,4100.0,22.0,0.94,0.0,0.12,6,1,5833.333333,1.0,16.0,15.0,0.0,0.0,6000.0,1626.55,-3.0,2239,1.0,91,2711,10000,16,334.54,5325.33,3987.33,1338.0,-54.61,0.0,6012.65,6012.67,268.96,1.0,0,0,0.0,85,505.70080176972766,55000.0,1250.0,11250.0,0.1111111111111111,0.1554054054054054
18,36,0,0.12528,0.0974,0.0874,0.0849,0.0249,0.06,6.0,0,7.0,1,38,47,0,179.0,0,0,368,740.0,759.0,7689,10.0,9.0,34.0,7,451.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,18573.0,0.54,15507.0,32.0,1.0,0.0,0.24,5,1,6250.0,1.0,16.0,15.0,0.0,0.0,6000.0,1626.55,-3.0,0,14.0,12,85974,15000,6,482.18,5303.98,4121.04,1182.94,-121.47,0.0,0.0,0.0,0.0,1.0,0,0,0.0,303,416.04483249376904,67596.0,1461.0,16461.0,0.08875523965737198,0.1554054054054054
19,60,0,0.24754,0.2225,0.2125,0.1952,0.1025,0.0927,3.0,4,8.0,1,37,27,0,18.0,0,0,368,680.0,699.0,4906,15.0,15.0,24.0,8,331.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,3140.0,0.6,1987.0,20.0,1.0,0.0,0.41,3,1,3075.0,1.0,12.0,12.0,0.0,0.0,8000.0,5786.0,-3.0,0,14.0,5,105323,6500,32,180.45,717.8377,241.16,476.6777,-21.61,0.0,0.0,0.0,0.0,1.0,0,0,0.0,1,53.658412396206295,93275.0,1446.25,7946.25,0.18200408997955012,0.20540540540540542
20,36,0,0.16732,0.1314,0.1214,0.11567,0.0449,0.07077,5.0,2,7.0,1,23,46,0,175.0,1,0,368,660.0,679.0,2433,9.0,9.0,23.0,8,548.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,20551.0,0.95,822.0,21.0,0.95,0.0,0.2,4,1,5166.666667,1.0,16.0,15.0,0.0,0.0,6000.0,1626.55,-3.0,0,14.0,4,118374,14000,32,472.66,1412.94,969.86,443.08,-34.11,0.0,0.0,0.0,0.0,1.0,0,0,0.0,1,128.95404617268173,80226.0,1839.6,15839.6,0.11613929644687997,0.3054054054054054
21,36,0,0.21488,0.2075,0.1975,0.1615,0.0724,0.0917,4.07224258423391,4,5.950066585742402,0,22,41,1,36.0,0,1,362,620.0,639.0,7519,4.0,4.0,13.0,3,15.0,0.0,8.0,1.0,5200.0,5.0,1.0,0.0,134.0,0.08,1366.0,6.0,0.37,0.0,0.09,3,1,3750.0,1.0,16.0,15.0,0.0,0.0,6000.0,1626.55,-3.0,0,14.0,75,23565,3000,26,112.64,4061.05,3000.0,1061.05,-51.12,0.0,0.0,0.0,0.0,1.0,0,0,0.0,53,623.2025742352632,25410.0,622.5,3622.5,0.17184265010351968,0.1054054054054054
22,36,0,0.35356,0.3134,0.3034,0.276,0.1575,0.1185,1.0,6,2.0,1,34,35,4,68.0,0,0,368,700.0,719.0,130,9.0,9.0,18.0,8,617.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,10050.0,0.4,4465.0,17.0,0.76,0.0,9.2,1,1,118.333333,1.0,16.0,15.0,0.0,0.0,6000.0,1626.55,-3.0,0,14.0,13,84693,4000,6,172.76,2073.12,951.0,1122.12,-35.8,0.0,0.0,0.0,0.0,1.0,0,0,0.0,94,298.0596933662565,15335.9999568,1253.6000000000001,5253.6,0.23861732906959038,0.15540540540540543
23,36,1,0.28032,0.2419,0.2319,0.2126,0.1075,0.1051,3.0,4,5.0,15,14,50,0,3.0,0,0,368,680.0,699.0,3371,7.0,7.0,34.0,5,245.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7975.0,0.84,607.0,22.0,1.0,0.0,0.39,3,1,2500.0,1.0,16.0,15.0,0.0,0.0,6000.0,1626.55,-3.0,193,8.0,11,89204,2000,15,78.67,236.01,117.73,118.28,-4.89,0.0,1882.27,1882.27,0.0,1.0,0,0,0.0,30,28.490570758580976,19417.0,483.8,2483.8,0.19478218858201143,0.15540540540540543
24,36,0,0.19859,0.162,0.152,0.14256,0.0649,0.07766,4.0,3,5.0,1,18,35,0,91.0,1,0,368,660.0,679.0,1132,10.0,8.0,51.0,5,81.0,3.0,10.0,0.0,0.0,8.0,1.0,0.0,1349.0,0.17,4770.0,47.0,0.91,3.0,0.16,3,1,2333.333333,1.0,16.0,15.0,0.0,0.0,6000.0,1626.55,-3.0,0,14.0,3,122689,4000,32,141.02,280.2647,173.15,107.1147,-6.72,0.0,0.0,0.0,0.0,1.0,0,0,0.0,1,28.17691138987263,27328.0,648.0,4648.0,0.13941480206540446,0.2554054054054054
25,36,0,0.30182,0.2629,0.2529,0.23057,0.1275,0.10307,2.0,5,3.0,15,4,18,0,15.0,0,0,368,680.0,699.0,4080,2.0,2.0,16.0,2,38.0,1.0,4.0,0.0,0.0,4.0,2.0,0.0,331.0,0.07,4069.0,10.0,0.72,1.0,0.12,5,1,6974.0,1.0,16.0,15.0,0.0,0.0,6000.0,1626.55,-3.0,0,14.0,5,105431,4000,32,161.78,647.12,302.67,344.45,-13.11,0.0,0.0,0.0,0.0,1.0,0,0,0.0,3,79.58979038876839,41858.0,1051.6000000000001,5051.6,0.20817166838229473,0.20540540540540542
26,60,0,0.30748,0.2809,0.2709,0.2473,0.1225,0.1248,2.0,5,3.0,1,34,47,0,25.0,0,0,368,660.0,679.0,9800,7.0,6.0,12.0,6,95.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,2033.0,0.3,3619.0,10.0,1.0,1.0,0.11,3,1,3885.916667,1.0,16.0,15.0,0.0,0.0,6000.0,1626.55,-3.0,0,14.0,13,85538,4000,6,124.76,4725.35,4000.0,725.35,-25.81,0.0,0.0,0.0,0.0,1.0,0,0,0.0,37,1123.600397830747,71416.0,1123.6,5123.6,0.21929893043953466,0.1054054054054054
27,36,0,0.11296,0.092,0.082,0.0608,0.021,0.0608,6.0,0,9.0,1,5,19,1,10.0,1,0,368,700.0,719.0,4052,16.0,16.0,49.0,11,294.0,2.0,8.0,0.0,0.0,0.0,0.0,0.0,7246.0,0.09,30794.0,40.0,1.0,2.0,0.26,5,1,6666.666667,1.0,16.0,15.0,0.0,0.0,6000.0,1626.55,-3.0,0,14.0,45,43110,4000,12,0.0,4594.48,4000.0,594.48,-64.62,0.0,0.0,0.0,0.0,1.0,0,0,0.0,121,384.16216782808897,17248.0,368.0,4368.0,0.08424908424908426,0.055405405405405395
28,36,0,0.20268,0.166,0.156,0.14661,0.0624,0.08421,4.0,3,4.0,2,38,30,0,48.0,1,0,368,720.0,739.0,8440,5.0,5.0,7.0,4,60.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2919.0,0.31,6381.0,5.0,1.0,0.0,0.12,3,1,3600.0,1.0,16.0,15.0,0.0,0.0,6000.0,1626.55,-3.0,0,14.0,4,110393,10000,32,354.54,6449.9921,6080.07,369.9221,-22.56,0.0,0.0,0.0,0.0,1.0,0,0,0.0,1,1013.3150521196015,69760.0,1660.0,11660.0,0.1423670668953688,0.1554054054054054
29,36,0,0.15223,0.1239,0.1139,0.109,0.0399,0.0691,6.0,0,6.0,1,18,35,0,16.0,1,0,368,740.0,759.0,560,24.0,21.0,50.0,13,533.0,2.0,12.0,0.0,0.0,0.0,1.0,0.0,17451.0,0.34,24401.0,47.0,0.97,2.0,0.32,2,1,10416.666667,1.0,16.0,15.0,0.0,0.0,6000.0,1626.55,-3.0,0,14.0,2,127405,35000,7,1169.03,1157.1492,800.72,356.4292,-29.73,0.0,0.0,0.0,0.0,1.0,0,0,0.0,1,100.71195146316398,191114.0,4336.5,39336.5,0.11024112465521843,0.3054054054054054
30,36,0,0.12782,0.0999,0.0899,0.0897,0.038,0.0517,6.0,0,9.0,20,4,35,0,44.0,0,0,368,740.0,759.0,282,4.0,4.0,19.0,4,105.0,0.0,0.0,1.0,42488.0,10.0,1.0,0.0,4307.0,0.13,25779.0,18.0,0.72,1.0,0.11,3,1,3750.0,1.0,16.0,15.0,0.0,0.0,6000.0,1626.55,-3.0,0,14.0,25,60054,10000,5,322.62,10681.27,9994.95,686.32,-68.22,0.0,0.0,0.0,0.0,1.0,0,0,0.0,30,1031.9889463189445,45964.0,999.0,10999.0,0.09082643876716065,0.1054054054054054
31,36,0,0.35797,0.3177,0.3077,0.2896,0.1625,0.1271,1.0,6,5.0,2,48,35,4,44.0,0,0,368,680.0,699.0,226,0.0,0.0,21.0,0,0.0,0.0,0.0,0.0,0.0,27.0,1.0,0.0,0.0,0.0,0.0,20.0,0.6,0.0,0.04,3,1,2250.0,1.0,16.0,15.0,0.0,0.0,6000.0,1626.55,-3.0,0,14.0,18,75030,2000,22,86.85,1476.45,715.61,760.84,-23.95,0.0,0.0,0.0,0.0,1.0,0,0,0.0,24,227.36034590062675,24874.0,635.4,2635.4,0.24110192001214234,0.05540540540540542
32,36,0,0.16324,0.1274,0.1174,0.1121,0.0424,0.0697,5.0,2,8.0,1,34,11,0,269.0,1,0,368,660.0,679.0,6736,9.0,8.0,30.0,7,610.0,0.0,6.0,0.0,0.0,51.0,0.0,0.0,25224.0,0.8,5049.0,29.0,0.96,0.0,0.22,5,1,7000.0,1.0,16.0,15.0,0.0,0.0,6000.0,1626.55,-3.0,0,14.0,2,127880,25000,7,839.22,830.494,568.71,261.784,-21.23,0.0,0.0,0.0,0.0,1.0,0,0,0.0,1,73.43333378703618,139660.0,3185.0000000000005,28185.0,0.11300337058719179,0.3054054054054054
33,36,0,0.08191,0.0785,0.0685,0.0555,0.013,0.0555,7.0,1,10.0,7,14,35,0,7.0,0,0,368,760.0,779.0,590,6.0,3.0,17.0,3,58.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,41.0,0.01,3859.0,14.0,0.92,0.0,0.05,2,1,13083.333333,1.0,8.0,8.0,0.0,0.0,4000.0,0.01,161.0,0,14.0,41,44987,16000,29,500.28,17544.95,16000.0,1544.95,-196.82,0.0,0.0,0.0,0.0,1.0,0,0,0.0,326,1344.5201051195863,61216.0,1256.0,17256.0,0.0727862772369031,0.1054054054054054
34,36,0,0.22966,0.192,0.182,0.1681,0.0899,0.0782,4.0,3,5.0,1,10,35,4,426.0,1,0,368,640.0,659.0,467,6.0,6.0,16.0,4,60.0,1.0,5.0,2.0,15543.0,15.0,1.0,0.0,4175.0,0.91,266.0,14.0,0.75,0.0,0.17,3,1,4058.333333,1.0,16.0,15.0,0.0,0.0,6000.0,1626.55,-3.0,0,14.0,1,133362,10000,7,367.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0.0,1,0.0,79120.0,1920.0,11920.0,0.1610738255033557,0.3054054054054054
35,36,0,0.19108,0.1621,0.1521,0.1495,0.0595,0.09,5.0,2,8.0,1,35,46,0,55.0,0,0,368,700.0,719.0,3011,8.0,5.0,16.0,3,193.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5328.0,0.58,3282.0,16.0,0.87,0.0,0.2,3,1,3833.333333,1.0,16.0,15.0,0.0,0.0,6000.0,1626.55,-3.0,0,14.0,27,57780,9000,30,317.35,8251.1,6044.1,2207.0,-136.14,0.0,0.0,0.0,0.0,1.0,0,0,0.0,14,984.1571869497342,61520.0,1458.8999999999999,10458.9,0.1394888563806901,0.1554054054054054
36,36,0,0.32446,0.285,0.275,0.25006,0.1475,0.10256,2.0,5,2.0,1,23,41,0,112.0,1,0,368,680.0,699.0,8504,12.0,11.0,34.0,10,757.0,3.0,5.0,0.0,0.0,12.0,0.0,0.0,103263.0,0.55,31444.0,32.0,0.87,2.0,0.14,2,1,8750.0,1.0,16.0,15.0,0.0,0.0,6000.0,1626.55,-3.0,0,14.0,3,121285,10000,32,416.34,832.68,352.79,479.89,-16.84,0.0,0.0,0.0,0.0,1.0,0,0,0.0,3,100.55722537663871,112600.0,2849.9999999999995,12850.0,0.22178988326848245,0.2554054054054054
37,36,0,0.28544,0.2469,0.2369,0.2165,0.1175,0.099,3.0,4,6.0,15,27,59,0,361.0,1,0,368,640.0,659.0,5450,10.0,9.0,47.0,6,248.0,0.0,1.0,0.0,0.0,52.0,1.0,0.0,8672.0,0.93,578.0,32.0,0.68,1.0,0.31,3,1,3333.333333,1.0,16.0,15.0,0.0,0.0,6000.0,1626.55,-3.0,0,14.0,6,103613,5000,23,197.98,986.5178,498.9,487.6178,-19.88,0.0,0.0,0.0,0.0,1.0,0,0,0.0,1,123.22213705600647,49442.0,1234.5,6234.5,0.19801106744726923,0.20540540540540542
38,36,0,0.0893,0.0759,0.0659,0.0647,0.0149,0.0498,7.0,1,9.0,1,14,35,4,539.0,1,0,368,800.0,819.0,8004,19.0,18.0,39.0,19,634.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,14038.0,0.1,90784.0,35.0,0.97,1.0,0.14,4,1,6000.0,1.0,16.0,15.0,0.0,0.0,6000.0,1626.55,-3.0,0,14.0,7,100006,7000,23,218.03,1308.18,1057.13,251.05,-33.08,0.0,0.0,0.0,0.0,1.0,0,0,0.0,151,86.44409484820291,26127.0,531.3,7531.3,0.0705455897388233,0.1554054054054054
39,36,0,0.15211,0.145,0.14,0.1615,0.0724,0.0917,4.07224258423391,2,5.950066585742402,0,4,35,0,67.0,0,0,349,680.0,699.0,531,10.0,9.0,6.0,4,278.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,8549.0,0.6,4100.0,22.0,0.94,0.0,0.06,6,1,9583.333333,1.0,16.0,15.0,0.0,0.0,6000.0,1626.55,-3.0,0,14.0,92,1901,10000,16,57.64,12688.13,10000.0,2688.13,-81.4,-299.78,0.0,0.0,0.0,1.0,0,0,0.0,44,1461.160933792756,62200.0,1450.0,11450.0,0.12663755458515283,0.1054054054054054
40,60,0,0.1963,0.1725,0.1625,0.15163,0.0724,0.07923,4.0,3,4.0,1,47,35,7,276.0,0,0,368,680.0,699.0,7680,10.0,9.0,28.0,10,1233.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,61284.0,0.46,69166.0,28.0,1.0,2.0,0.22,2,0,12750.0,1.0,16.0,15.0,0.0,0.0,6000.0,1626.55,-3.0,0,14.0,2,129161,15000,7,374.81,374.81,162.14,212.67,-12.33,0.0,0.0,0.0,0.0,1.0,0,0,0.0,3,27.97114498282476,170250.0,2587.5,17587.5,0.14712153518123666,0.3054054054054054
41,60,0,0.23318,0.2085,0.1985,0.195,0.0565,0.1385,5.0,2,8.0,7,22,35,0,76.0,1,0,368,700.0,719.0,5873,9.0,7.0,44.0,4,80.0,1.0,5.0,0.0,0.0,1.0,1.0,0.0,2460.0,0.69,290.0,39.0,0.76,3.0,0.08,2,1,9000.0,1.0,16.0,15.0,0.0,0.0,6000.0,1626.55,-3.0,0,14.0,21,67402,13000,14,350.6,7012.0,2941.26,4070.74,-195.26,0.0,0.0,0.0,0.0,1.0,0,0,0.0,181,613.2598359904814,175630.0,2710.5,15710.5,0.1725279271824576,0.1554054054054054
