,LoanTenure,LoanStatus,BorrowerAPR,BorrowerRate,LenderYield,EstimatedEffectiveYield,EstimatedLoss,EstimatedReturn,ProsperRating (numeric),ProsperRating (Alpha),ProsperScore,ListingCategory (numeric),BorrowerState,Occupation,EmploymentStatus,EmploymentStatusDuration,IsBorrowerHomeowner,CurrentlyInGroup,DateCreditPulled,CreditScoreRangeLower,CreditScoreRangeUpper,FirstRecordedCreditLine,CurrentCreditLines,OpenCreditLines,TotalCreditLinespast7years,OpenRevolvingAccounts,OpenRevolvingMonthlyPayment,InquiriesLast6Months,TotalInquiries,CurrentDelinquencies,AmountDelinquent,DelinquenciesLast7Years,PublicRecordsLast10Years,PublicRecordsLast12Months,RevolvingCreditBalance,BankcardUtilization,AvailableBankcardCredit,TotalTrades,TradesNeverDelinquent (percentage),TradesOpenedLast6Months,DebtToIncomeRatio,IncomeRange,IncomeVerifiable,StatedMonthlyIncome,TotalProsperLoans,TotalProsperPaymentsBilled,OnTimeProsperPayments,ProsperPaymentsLessThanOneMonthLate,ProsperPaymentsOneMonthPlusLate,ProsperPrincipalBorrowed,ProsperPrincipalOutstanding,ScorexChangeAtTimeOfListing,LoanCurrentDaysDelinquent,LoanFirstDefaultedCycleNumber,LoanMonthsSinceOrigination,LoanNumber,LoanOriginalAmount,LoanOriginationQuarter,MonthlyLoanPayment,LP_CustomerPayments,LP_CustomerPrincipalPayments,LP_InterestandFees,LP_ServiceFees,LP_CollectionFees,LP_GrossPrincipalLoss,LP_NetPrincipalLoss,LP_NonPrincipalRecoverypayments,PercentFunded,Recommendations,InvestmentFromFriendsCount,InvestmentFromFriendsAmount,Investors,EMI,ELA,InterestAmount,TotalAmount,ROI,PROI
110,36,0,0.34631,0.31,0.3,0.0994,0.183,0.0994,1.0,6,5.0,7,38,33,1,24.0,1,0,368,640.0,659.0,1578,8.0,8.0,32.0,4,94.0,1.0,3.0,1.0,71.0,0.0,1.0,0.0,1860.0,0.83,258.0,15.0,0.81,0.0,0.29,4,1,4666.666667,1.0,4.0,4.0,0.0,0.0,6000.0,0.0,-25.0,0,14.0,40,45654,3000,29,129.0,4349.72,3000.0,1349.72,-43.53,0.0,0.0,0.0,0.0,1.0,0,0,0.0,80,930.0558138997933,36480.0,930.0,3930.0,0.2366412213740458,0.055405405405405395
111,36,0,0.2837,0.2452,0.2352,0.2294,0.119,0.1104,3.0,4,6.0,6,15,27,0,23.0,1,0,368,700.0,719.0,7905,4.0,3.0,7.0,2,0.0,0.0,0.0,0.0,0.0,6.0,5.0,0.0,0.0,0.0,0.0,7.0,0.71,2.0,0.05,3,1,3000.0,1.0,16.0,15.0,0.0,0.0,6000.0,1626.55,-3.0,0,14.0,24,62430,4000,5,158.03,3634.69,2206.12,1428.57,-58.26,0.0,0.0,0.0,0.0,1.0,0,0,0.0,48,541.1423228718747,39309.0,980.8,4980.8,0.19691615804690007,0.1054054054054054
112,36,1,0.35797,0.3177,0.3077,0.2896,0.165,0.1246,1.0,6,3.0,1,1,51,0,56.0,1,0,368,740.0,759.0,1262,10.0,6.0,30.0,3,109.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,3768.0,0.93,40.0,16.0,1.0,1.0,0.45,3,1,2583.333333,1.0,16.0,15.0,0.0,0.0,6000.0,1626.55,-3.0,386,15.0,23,63730,4000,14,173.71,1518.39,511.84,1006.55,-28.88,-147.65,3488.16,3488.16,0.0,1.0,0,0,0.0,25,162.61947072536267,49749.0,1270.8,5270.8,0.24110192001214234,0.20540540540540542
113,36,0,0.30564,0.29,0.28,0.1615,0.0724,0.0917,4.07224258423391,6,5.950066585742402,0,4,35,7,37.0,0,0,698,520.0,539.0,719,1.0,0.0,19.0,0,0.0,0.0,8.0,13.0,6059.0,25.0,0.0,0.0,0.0,0.0,0.0,14.0,0.06,1.0,0.04,4,1,4166.666667,1.0,16.0,15.0,0.0,0.0,6000.0,1626.55,-3.0,0,14.0,85,7968,3000,1,0.0,4641.92,2910.09,1731.83,-50.12,-90.58,0.0,0.0,0.0,1.0,1,0,0.0,39,844.0142292750637,34320.0,869.9999999999999,3870.0,0.22480620155038758,0.005405405405405392
114,36,0,0.16727,0.1601,0.1501,0.1615,0.0724,0.0917,4.07224258423391,3,5.950066585742402,0,47,12,1,27.0,1,0,649,660.0,679.0,11001,13.0,13.0,37.0,3,355.0,1.0,3.0,0.0,0.0,8.0,0.0,0.0,12728.0,0.9,1372.0,19.0,0.84,0.0,0.16,5,1,7083.333333,1.0,16.0,15.0,0.0,0.0,6000.0,1626.55,-3.0,0,14.0,79,18696,13400,17,471.17,16590.14,13400.0,3190.14,-199.26,0.0,0.0,0.0,0.0,1.0,0,0,0.0,337,2155.613906574752,90632.0,2145.3399999999997,15545.34,0.1380053443668649,0.1554054054054054
115,60,0,0.2214,0.197,0.187,0.17274,0.0899,0.08284,4.0,3,6.0,13,43,41,0,130.0,0,0,368,700.0,719.0,5345,11.0,10.0,20.0,7,539.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,21906.0,0.8,4650.0,15.0,1.0,1.0,0.27,4,1,4490.833333,1.0,16.0,15.0,0.0,0.0,6000.0,1626.55,-3.0,0,14.0,3,120538,2000,32,52.65,104.2205,38.7,65.5205,-3.38,0.0,0.0,0.0,0.0,1.0,0,0,0.0,1,7.624057230618685,25640.0,394.0,2394.0,0.164578111946533,0.15540540540540543
116,60,0,0.19988,0.176,0.166,0.15519,0.0699,0.08529,4.0,3,6.0,1,47,19,0,232.0,1,0,368,700.0,719.0,2309,21.0,19.0,47.0,17,1861.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,241819.0,0.86,38131.0,44.0,1.0,3.0,0.33,5,1,7666.666667,1.0,16.0,15.0,0.0,0.0,6000.0,1626.55,-3.0,0,14.0,5,108271,15000,32,377.64,1510.56,634.95,875.61,-49.75,0.0,0.0,0.0,0.0,1.0,0,0,0.0,195,111.7578655930341,173400.0,2640.0,17640.0,0.14965986394557823,0.3054054054054054
117,36,0,0.10235,0.0885,0.0785,0.1615,0.0724,0.0917,4.07224258423391,0,5.950066585742402,1,4,41,5,18.0,0,0,339,740.0,759.0,7800,7.0,6.0,11.0,4,116.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,3754.0,0.96,113.0,10.0,1.0,0.0,0.1,3,1,2500.0,1.0,16.0,15.0,0.0,0.0,6000.0,1626.55,-3.0,0,14.0,72,28679,2000,2,12.97,2290.05,1999.99,290.06,-32.77,0.0,0.0,0.0,0.0,1.0,0,0,0.0,103,185.77230146359764,8372.0,177.0,2177.0,0.08130454754248967,0.055405405405405395
118,36,0,0.17359,0.1449,0.1349,0.1326,0.0565,0.0761,5.0,2,8.0,8,4,59,0,44.0,1,0,368,720.0,739.0,4076,10.0,10.0,41.0,6,79.0,0.0,1.0,0.0,0.0,17.0,1.0,0.0,987.0,0.35,1763.0,27.0,0.81,1.0,0.17,4,1,4583.333333,1.0,16.0,15.0,0.0,0.0,6000.0,1626.55,-3.0,0,14.0,23,64333,6000,14,206.5,4543.0,3351.97,1191.03,-82.18,0.0,0.0,0.0,0.0,1.0,0,0,0.0,83,489.45084870439507,37298.0,869.4,6869.4,0.12656127172678838,0.1554054054054054
119,36,0,0.22108,0.184,0.174,0.16162,0.0799,0.08172,4.0,3,4.0,1,19,11,0,23.0,0,0,368,720.0,739.0,8539,21.0,16.0,51.0,7,460.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,26927.0,0.36,32305.0,47.0,1.0,2.0,0.48,4,1,6083.333333,1.0,16.0,15.0,0.0,0.0,6000.0,1626.55,-3.0,0,14.0,3,120283,15000,32,545.3,1083.0384,626.64,456.3984,-25.22,0.0,0.0,0.0,0.0,1.0,0,0,0.0,1,115.56610383476745,114360.0,2760.0,17760.0,0.1554054054054054,0.3054054054054054
120,60,0,0.18913,0.1655,0.1555,0.14559,0.0674,0.07819,4.0,3,3.0,1,27,27,0,125.0,1,0,368,760.0,779.0,430,10.0,10.0,26.0,7,472.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,82422.0,0.91,7239.0,25.0,1.0,1.0,0.32,3,1,3208.5,1.0,16.0,15.0,0.0,0.0,6000.0,1626.55,-3.0,0,14.0,2,126182,10000,7,246.11,241.5758,105.55,136.0258,-8.49,0.0,0.0,0.0,0.0,1.0,0,0,0.0,1,17.470309694693558,109300.0,1655.0,11655.0,0.141999141999142,0.2554054054054054
121,36,0,0.15428,0.14,0.13,0.1615,0.0724,0.0917,4.07224258423391,2,5.950066585742402,4,10,31,1,180.0,1,0,596,700.0,719.0,2877,11.0,10.0,30.0,3,263.0,2.0,9.0,0.0,0.0,0.0,1.0,0.0,8899.0,0.89,443.0,22.0,0.6,2.0,0.31,5,1,6250.0,1.0,16.0,15.0,0.0,0.0,6000.0,1626.55,-3.0,0,14.0,74,26676,4000,2,136.71,4905.1,3999.98,905.12,-64.64,0.0,0.0,0.0,0.0,1.0,0,0,0.0,67,565.0497666576739,24160.0,560.0,4560.0,0.12280701754385964,0.1554054054054054
122,36,0,0.08718,0.07,0.065,0.1615,0.0724,0.0917,4.07224258423391,0,5.950066585742402,0,4,35,2,67.0,0,0,839,720.0,739.0,1646,10.0,9.0,18.0,6,143.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8549.0,0.6,4100.0,22.0,0.94,0.0,0.13,6,1,1666.666667,1.0,16.0,15.0,0.0,0.0,6000.0,1626.55,-3.0,0,14.0,92,1752,1000,16,30.88,1042.75,1000.0,42.75,-3.06,0.0,0.0,0.0,0.0,1.0,0,0,0.0,11,76.71530969127662,3520.0,70.0,1070.0,0.06542056074766354,0.10540540540540543
123,36,0,0.13223,0.1252,0.1152,0.1615,0.0724,0.0917,4.07224258423391,1,5.950066585742402,3,31,48,1,35.0,0,0,517,780.0,799.0,531,7.0,5.0,12.0,6,34.0,4.0,6.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,8486.0,11.0,1.0,0.0,0.19,3,1,2293.333333,1.0,16.0,15.0,0.0,0.0,6000.0,1626.55,-3.0,0,14.0,66,36711,12000,18,401.56,12835.45,12000.0,835.45,-66.73,0.0,0.0,0.0,0.0,1.0,0,0,0.0,233,1524.2160685704735,66086.0,1502.4,13502.4,0.11126910771418415,0.1054054054054054
124,60,0,0.20081,0.1769,0.1669,0.1575,0.0574,0.1001,5.0,2,6.0,1,18,13,0,93.0,1,0,368,720.0,739.0,9003,11.0,11.0,38.0,3,219.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,7273.0,0.5,7227.0,37.0,1.0,1.0,0.31,5,1,7916.666667,2.0,12.0,12.0,0.0,0.0,26500.0,0.0,42.0,0,14.0,7,100276,15000,23,378.38,2277.55,968.03,1309.52,-62.22,0.0,0.0,0.0,0.0,1.0,0,0,0.0,28,171.2542629062868,174210.0,2653.5,17653.5,0.15031013680006797,0.3054054054054054
125,36,0,0.35643,0.3199,0.3099,0.2957,0.147,0.1487,2.0,5,5.0,7,27,35,3,8.0,0,0,368,640.0,659.0,3918,7.0,7.0,24.0,3,306.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,10425.0,0.98,34.0,21.0,1.0,0.0,0.22,0,0,0.0,1.0,16.0,15.0,0.0,0.0,6000.0,1626.55,-3.0,0,14.0,34,49793,5000,13,217.74,7185.42,4363.15,2822.27,-88.21,0.0,0.0,0.0,0.0,1.0,0,0,0.0,92,1395.835563869308,0.0,1599.5,6599.5,0.24236684597317978,0.1054054054054054
126,36,0,0.13799,0.1099,0.0999,0.09628,0.0324,0.06388,6.0,0,10.0,1,34,47,0,107.0,1,0,368,800.0,819.0,9465,19.0,18.0,32.0,15,614.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,14669.0,0.14,84513.0,30.0,1.0,0.0,0.48,4,1,4333.333333,1.0,16.0,15.0,0.0,0.0,6000.0,1626.55,-3.0,0,14.0,1,131237,14000,7,458.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0.0,1,0.0,69390.0,1538.6,15538.6,0.09901792954320209,0.2554054054054054
127,36,1,0.29743,0.2745,0.2645,0.1615,0.0724,0.0917,4.07224258423391,6,5.950066585742402,1,4,1,1,47.0,0,0,339,520.0,539.0,84,3.0,4.0,13.0,2,72.0,7.0,18.0,1.0,30.0,5.0,0.0,0.0,1051.0,1.31,0.0,10.0,0.6,1.0,0.17,3,1,2946.666667,2.0,13.0,13.0,0.0,0.0,5550.0,2331.4,-80.0,1966,11.0,72,28744,2551,2,104.76,613.56,257.91,355.65,-12.96,0.0,2293.09,2293.09,0.0,1.0,0,0,0.0,67,70.80771974132755,27760.0,700.2495,3251.2495,0.2153785798352295,0.20540540540540542
128,36,0,0.18824,0.17,0.125,0.1615,0.0724,0.0917,4.07224258423391,6,5.950066585742402,0,9,35,2,67.0,1,1,61,500.0,519.0,333,10.0,9.0,22.0,3,55.0,5.0,5.0,9.0,0.0,20.0,2.0,0.0,8549.0,0.6,4100.0,22.0,0.94,0.0,0.03,6,1,2916.666667,1.0,16.0,15.0,0.0,0.0,6000.0,1626.55,-3.0,162,12.0,88,4690,1000,25,35.65,217.61,146.32,71.29,-2.74,0.0,864.4,853.68,0.0,1.0,0,0,0.0,5,24.962017055245806,7120.0,170.0,1170.0,0.1452991452991453,0.10540540540540543
129,36,0,0.28032,0.2419,0.2319,0.2126,0.1075,0.1051,3.0,4,2.0,7,43,46,0,7.0,0,0,368,660.0,679.0,383,3.0,3.0,15.0,3,55.0,0.0,2.0,1.0,179.0,8.0,1.0,0.0,361.0,0.36,639.0,13.0,0.46,0.0,0.26,3,1,3000.0,1.0,16.0,15.0,0.0,0.0,6000.0,1626.55,-3.0,0,14.0,10,90271,10000,15,393.33,3539.97,1856.95,1683.02,-69.57,0.0,0.0,0.0,0.0,1.0,0,0,0.0,1,449.3804923991076,97084.0,2419.0,12419.0,0.19478218858201143,0.20540540540540542
130,60,0,0.24754,0.2225,0.2125,0.1952,0.1025,0.0927,3.0,4,6.0,2,43,23,0,52.0,1,0,368,660.0,679.0,3864,15.0,15.0,24.0,9,312.0,0.0,3.0,0.0,0.0,4.0,0.0,0.0,8296.0,0.6,4034.0,21.0,0.9,2.0,0.37,4,1,4833.333333,1.0,16.0,15.0,0.0,0.0,6000.0,1626.55,-3.0,0,14.0,6,101842,10000,23,277.61,10809.1941,10000.0,809.1941,-36.64,0.0,0.0,0.0,0.0,1.0,0,0,0.0,1,2225.012953898088,143500.0,2225.0,12225.0,0.18200408997955012,0.1054054054054054
131,36,0,0.20623,0.1915,0.1815,0.1615,0.0724,0.0917,4.07224258423391,0,5.950066585742402,1,40,35,5,13.0,0,0,357,740.0,759.0,289,7.0,7.0,22.0,6,357.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,12440.0,0.51,11402.0,22.0,1.0,2.0,0.22,1,0,833.333333,1.0,16.0,15.0,0.0,0.0,6000.0,1626.55,-3.0,0,14.0,66,36914,12500,18,459.15,16527.36,12499.98,4027.38,-210.3,0.0,0.0,0.0,0.0,1.0,0,0,0.0,161,2398.116201249259,98675.0,2393.75,14893.75,0.16072177926982795,0.1054054054054054
132,36,0,0.13012,0.124,0.114,0.1615,0.0724,0.0917,4.07224258423391,2,5.950066585742402,2,24,30,1,117.0,1,0,205,680.0,699.0,486,8.0,8.0,14.0,6,702.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,29078.0,0.89,3055.0,14.0,0.78,1.0,0.34,3,1,4161.916667,1.0,16.0,15.0,0.0,0.0,6000.0,1626.55,-3.0,0,14.0,72,28715,8600,2,287.29,10373.47,8618.31,1755.16,-141.55,0.0,0.0,0.0,0.0,1.0,0,0,0.0,175,1084.8052770900933,46990.0,1066.4,9666.4,0.11032028469750892,0.1554054054054054
133,60,0,0.15936,0.1364,0.1264,0.1259,0.0249,0.101,6.0,0,8.0,11,20,35,0,35.0,0,0,368,740.0,759.0,8370,9.0,9.0,12.0,7,323.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,8934.0,0.33,17556.0,11.0,1.0,0.0,0.3,3,1,2750.0,1.0,24.0,24.0,0.0,0.0,1500.0,546.86,48.0,0,14.0,19,72142,5000,22,115.41,2077.38,1160.33,917.05,-67.24,0.0,0.0,0.0,0.0,1.0,0,0,0.0,31,158.34275566123304,45920.0,682.0,5682.0,0.12002815909890883,0.1554054054054054
134,36,0,0.28544,0.2469,0.2369,0.2165,0.1175,0.099,3.0,4,4.0,1,14,41,0,70.0,0,0,368,640.0,659.0,188,6.0,6.0,14.0,3,150.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,3975.0,0.92,325.0,11.0,0.9,1.0,0.18,5,1,7083.333333,1.0,16.0,15.0,0.0,0.0,6000.0,1626.55,-3.0,0,14.0,5,107897,6000,32,237.58,946.2614,465.46,480.8014,-19.64,0.0,0.0,0.0,0.0,1.0,0,0,0.0,1,114.96287014249101,59330.0,1481.4,7481.4,0.19801106744726926,0.20540540540540542
135,36,0,0.33215,0.2925,0.2825,0.25691,0.1475,0.10941,2.0,5,2.0,1,17,50,0,125.0,0,0,368,640.0,659.0,8851,5.0,5.0,20.0,4,185.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,5635.0,0.99,23.0,15.0,0.73,0.0,0.12,4,1,4166.666667,1.0,16.0,15.0,0.0,0.0,6000.0,1626.55,-3.0,0,14.0,5,107711,4000,32,168.17,672.68,288.94,383.74,-13.12,0.0,0.0,0.0,0.0,1.0,0,0,0.0,5,84.52318144293781,46120.0,1170.0,5170.0,0.2263056092843327,0.20540540540540542
136,36,0,0.21679,0.1945,0.1845,0.1615,0.0724,0.0917,4.07224258423391,3,5.950066585742402,3,6,47,1,33.0,0,0,744,660.0,679.0,81,3.0,3.0,28.0,3,92.0,5.0,8.0,1.0,0.0,29.0,0.0,0.0,1632.0,0.27,4368.0,18.0,0.66,0.0,0.11,3,1,3333.333333,1.0,16.0,15.0,0.0,0.0,6000.0,1626.55,-3.0,0,14.0,68,33618,3000,18,108.52,3985.53,3000.01,985.52,-50.68,0.0,0.0,0.0,0.0,1.0,0,0,0.0,90,584.474836190349,24006.0,583.5,3583.5,0.16282963583089158,0.1554054054054054
137,36,0,0.21648,0.1795,0.1695,0.15767,0.0774,0.08027,4.0,3,4.0,1,48,13,0,551.0,0,0,368,660.0,679.0,5383,7.0,7.0,21.0,8,354.0,0.0,2.0,1.0,0.0,1.0,1.0,0.0,7109.0,0.31,552.0,18.0,0.94,0.0,0.44,1,1,1416.666667,1.0,16.0,15.0,0.0,0.0,6000.0,1626.55,-3.0,0,14.0,2,125483,4000,7,144.51,142.5429,83.53,59.0129,-3.4,0.0,0.0,0.0,0.0,1.0,0,0,0.0,1,15.033073624207953,29848.0,718.0,4718.0,0.15218312844425605,0.2554054054054054
138,36,0,0.33973,0.2999,0.2899,0.2766,0.149,0.1276,2.0,5,3.0,6,17,30,0,126.0,1,0,368,620.0,639.0,7454,7.0,8.0,30.0,2,25.0,5.0,5.0,2.0,1890.0,23.0,0.0,0.0,72.0,0.07,928.0,27.0,0.75,1.0,0.35,3,1,3750.0,1.0,3.0,3.0,0.0,0.0,2000.0,0.0,-36.0,121,6.0,24,62391,3000,5,127.34,127.34,23.82,103.52,-5.9,0.0,2976.18,0.0,764.27,1.0,0,0,0.0,31,7.144184493180574,35389.0,899.7,3899.7,0.23071005461958616,0.2554054054054054
139,36,0,0.33973,0.2999,0.2899,0.2766,0.149,0.1276,2.0,5,3.0,2,17,35,4,111.0,0,0,368,600.0,619.0,178,7.0,6.0,35.0,2,50.0,0.0,2.0,0.0,0.0,20.0,1.0,0.0,1424.0,0.94,76.0,27.0,0.72,2.0,0.41,1,1,1835.416667,1.0,10.0,10.0,0.0,0.0,2000.0,1621.63,-41.0,11,14.0,24,62579,2500,5,106.12,2244.64,1117.31,1127.33,-37.6,0.0,0.0,0.0,0.0,1.0,0,0,0.0,25,335.1078411450708,29491.0,749.75,3249.75,0.23071005461958613,0.1554054054054054
140,36,0,0.12198,0.1009,0.0909,0.0697,0.021,0.0697,6.0,0,9.0,3,20,0,1,20.0,0,1,368,760.0,779.0,297,6.0,6.0,8.0,6,30.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1222.0,0.0,7176.0,6.0,1.0,1.0,0.04,4,1,4833.333333,1.0,16.0,15.0,0.0,0.0,6000.0,1626.55,-3.0,0,14.0,53,38992,5000,28,161.55,5702.8,5000.0,702.8,-69.65,0.0,0.0,0.0,0.0,1.0,1,0,0.0,255,520.8605571448364,23162.0,504.5,5504.5,0.0916522844945045,0.1054054054054054
141,60,0,0.26877,0.2432,0.2332,0.2148,0.0975,0.1173,3.0,4,4.0,1,44,65,0,13.0,0,0,368,640.0,659.0,2472,9.0,9.0,28.0,6,486.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,14383.0,0.87,1746.0,24.0,1.0,0.0,0.36,4,1,4423.333333,1.0,16.0,15.0,0.0,0.0,6000.0,1626.55,-3.0,0,14.0,7,98494,9000,23,260.59,1563.54,484.47,1079.07,-44.36,0.0,0.0,0.0,0.0,1.0,0,0,0.0,8,117.82335447898555,140328.0,2188.8,11188.8,0.19562419562419564,0.20540540540540542
142,36,1,0.15882,0.1445,0.1345,0.1615,0.0724,0.0917,4.07224258423391,2,5.950066585742402,7,3,2,1,20.0,1,0,375,700.0,719.0,8729,7.0,6.0,13.0,4,35.0,2.0,24.0,1.0,250.0,12.0,1.0,0.0,1472.0,0.29,3578.0,10.0,0.63,1.0,0.11,4,1,4750.0,1.0,16.0,15.0,0.0,0.0,6000.0,1626.55,-3.0,2057,7.0,71,29911,2500,10,85.99,171.98,112.3,59.68,-4.13,0.0,2387.7,2387.7,0.0,1.0,0,0,0.0,85,16.354250093602836,15505.0,361.25,2861.25,0.12625600698995196,0.2554054054054054
143,60,0,0.1963,0.1725,0.1625,0.15163,0.0724,0.07923,4.0,3,4.0,1,35,20,0,249.0,1,0,368,680.0,699.0,5775,9.0,9.0,45.0,6,287.0,3.0,8.0,1.0,1423.0,36.0,0.0,0.0,7818.0,0.24,3772.0,40.0,0.82,2.0,0.22,5,1,6653.916667,1.0,16.0,15.0,0.0,0.0,6000.0,1626.55,-3.0,0,14.0,2,124200,20000,7,499.74,490.2879,206.73,283.5579,-16.99,0.0,0.0,0.0,0.0,1.0,0,0,0.0,1,35.66346862155769,227000.0,3449.9999999999995,23450.0,0.14712153518123666,0.3554054054054054
144,36,0,0.2878,0.2492,0.2392,0.219,0.1125,0.1065,3.0,4,7.0,18,14,47,0,39.0,1,0,368,680.0,699.0,6122,2.0,2.0,12.0,2,3.0,2.0,2.0,0.0,0.0,6.0,2.0,0.0,3.0,0.0,437.0,10.0,0.72,0.0,0.04,3,1,3750.0,1.0,16.0,15.0,0.0,0.0,6000.0,1626.55,-3.0,0,14.0,17,76506,3500,31,139.01,2179.16,1143.21,1035.95,-40.37,-70.89,0.0,0.0,0.0,1.0,0,0,0.0,37,284.9825703541958,34899.0,872.2,4372.2,0.1994876721101505,0.1554054054054054
145,36,0,0.20053,0.1639,0.1539,0.1452,0.0574,0.0878,5.0,2,6.0,1,47,63,0,395.0,1,0,368,720.0,739.0,10628,9.0,9.0,17.0,7,270.0,1.0,2.0,0.0,0.0,1.0,1.0,0.0,7981.0,0.44,9528.0,13.0,0.73,0.0,0.15,2,1,9416.666667,1.0,16.0,15.0,0.0,0.0,6000.0,1626.55,-3.0,0,14.0,6,101725,22000,23,777.7,4666.2,3128.44,1537.76,-93.82,0.0,0.0,0.0,0.0,1.0,0,0,0.0,113,514.9329738853363,151809.0,3605.7999999999997,25605.8,0.1408196580462239,0.20540540540540542
146,36,0,0.09939,0.0925,0.085,0.1615,0.0724,0.0917,4.07224258423391,0,5.950066585742402,0,4,35,0,67.0,0,0,515,740.0,759.0,1745,10.0,9.0,8.0,3,84.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8549.0,0.6,4100.0,22.0,0.94,0.0,0.07,6,0,0.083333,1.0,16.0,15.0,0.0,0.0,6000.0,1626.55,-3.0,0,14.0,91,2902,4000,16,127.66,4083.24,4000.0,83.24,-4.61,0.0,0.0,0.0,0.0,1.0,0,0,0.0,67,385.9729382565147,10.7999568,370.0,4370.0,0.08466819221967964,0.1054054054054054
147,36,0,0.09191,0.0712,0.0612,0.0552,0.006,0.0552,7.0,1,10.0,6,36,41,1,259.0,0,1,368,820.0,839.0,633,8.0,8.0,22.0,8,90.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,816.0,0.01,76764.0,16.0,1.0,0.0,0.09,4,1,4169.333333,1.0,9.0,9.0,0.0,0.0,2000.0,0.0,-6.0,0,14.0,54,38616,2200,19,68.05,2246.49,2200.0,46.49,-6.53,0.0,0.0,0.0,0.0,1.0,0,0,0.0,132,171.01810987448454,7839.0,156.64,2356.64,0.06646751306945481,0.055405405405405395
148,36,0,0.09434,0.0809,0.0709,0.06919,0.0199,0.04929,7.0,1,8.0,1,14,0,0,124.0,1,0,368,700.0,719.0,5439,14.0,12.0,40.0,9,1100.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,29026.0,0.62,13623.0,31.0,0.96,1.0,0.25,2,1,10000.0,1.0,16.0,15.0,0.0,0.0,6000.0,1626.55,-3.0,0,14.0,3,124160,10000,32,313.78,627.56,498.45,129.11,-15.96,0.0,0.0,0.0,0.0,1.0,0,0,0.0,121,42.93389073751309,39124.0,809.0,10809.0,0.07484503654362105,0.20540540540540542
149,36,0,0.28943,0.2504,0.2404,0.21912,0.1275,0.09162,2.0,5,2.0,1,34,41,0,4.0,1,0,368,680.0,699.0,184,10.0,10.0,44.0,5,510.0,5.0,10.0,0.0,0.0,23.0,0.0,0.0,14689.0,0.82,3111.0,37.0,0.83,4.0,0.29,5,1,7166.666667,1.0,1.0,1.0,0.0,0.0,4000.0,0.0,-1.0,0,14.0,1,133278,3333,7,132.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0.0,32,0.0,33378.0,834.5832,4167.5832,0.20025591810620602,0.20540540540540542
150,36,0,0.08641,0.083,0.073,0.1615,0.0724,0.0917,4.07224258423391,3,5.950066585742402,7,5,41,1,10.0,1,0,368,840.0,859.0,6281,9.0,8.0,20.0,5,34.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,3522.0,0.12,23978.0,19.0,1.0,0.0,0.06,4,1,5833.333333,2.0,25.0,25.0,0.0,0.0,17500.0,0.02,120.0,0,14.0,46,42554,6500,12,204.59,6935.35,6499.99,435.36,-52.43,0.0,0.0,0.0,0.0,1.0,0,0,0.0,290,571.9110363029645,25922.0,539.5,7039.5,0.07663896583564174,0.1554054054054054
151,60,0,0.28324,0.2573,0.2473,0.2412,0.0925,0.1487,3.0,4,6.0,2,34,19,0,57.0,1,0,368,720.0,739.0,3524,12.0,12.0,15.0,11,608.0,2.0,8.0,0.0,0.0,0.0,0.0,0.0,27233.0,0.68,12061.0,15.0,1.0,1.0,0.17,5,1,6500.0,1.0,16.0,15.0,0.0,0.0,6000.0,1626.55,-3.0,0,14.0,19,73126,7500,22,223.36,4020.48,1349.12,2671.36,-103.84,0.0,0.0,0.0,0.0,1.0,0,0,0.0,17,347.128951107634,123285.0,1929.7499999999998,9429.75,0.2046448739362125,0.1554054054054054
